"country","code","region","income","pop","gdp_pc_ppp","poorest_share","poorer_share","middle_share","richer_share","richest_share","cases_richest","cases_richer","cases_middle","cases_poorer","cases_poorest","notif_richest","notif_richer","notif_middle","notif_poorer","notif_poorest","untreated_richest","untreated_richer","untreated_middle","untreated_poorer","untreated_poorest","oop_treated_richest_und","oop_treated_richer_und","oop_treated_middle_und","oop_treated_poorer_und","oop_treated_poorest_und","nm_treated_richest_und","nm_treated_richer_und","nm_treated_middle_und","nm_treated_poorer_und","nm_treated_poorest_und","ind_treated_richest_und","ind_treated_richer_und","ind_treated_middle_und","ind_treated_poorer_und","ind_treated_poorest_und","total_treated_richest_und","total_treated_richer_und","total_treated_middle_und","total_treated_poorer_und","total_treated_poorest_und","oop_untreated_richest_und","oop_untreated_richer_und","oop_untreated_middle_und","oop_untreated_poorer_und","oop_untreated_poorest_und","nm_untreated_richest_und","nm_untreated_richer_und","nm_untreated_middle_und","nm_untreated_poorer_und","nm_untreated_poorest_und","ind_untreated_richest_und","ind_untreated_richer_und","ind_untreated_middle_und","ind_untreated_poorer_und","ind_untreated_poorest_und","total_untreated_richest_und","total_untreated_richer_und","total_untreated_middle_und","total_untreated_poorer_und","total_untreated_poorest_und","oop_richest_und","oop_richer_und","oop_middle_und","oop_poorer_und","oop_poorest_und","nm_richest_und","nm_richer_und","nm_middle_und","nm_poorer_und","nm_poorest_und","ind_richest_und","ind_richer_und","ind_middle_und","ind_poorer_und","ind_poorest_und","total_richest_und","total_richer_und","total_middle_und","total_poorer_und","total_poorest_und","oop_treated_richest_d","oop_treated_richer_d","oop_treated_middle_d","oop_treated_poorer_d","oop_treated_poorest_d","nm_treated_richest_d","nm_treated_richer_d","nm_treated_middle_d","nm_treated_poorer_d","nm_treated_poorest_d","ind_treated_richest_d","ind_treated_richer_d","ind_treated_middle_d","ind_treated_poorer_d","ind_treated_poorest_d","total_treated_richest_d","total_treated_richer_d","total_treated_middle_d","total_treated_poorer_d","total_treated_poorest_d","oop_untreated_richest_d","oop_untreated_richer_d","oop_untreated_middle_d","oop_untreated_poorer_d","oop_untreated_poorest_d","nm_untreated_richest_d","nm_untreated_richer_d","nm_untreated_middle_d","nm_untreated_poorer_d","nm_untreated_poorest_d","ind_untreated_richest_d","ind_untreated_richer_d","ind_untreated_middle_d","ind_untreated_poorer_d","ind_untreated_poorest_d","total_untreated_richest_d","total_untreated_richer_d","total_untreated_middle_d","total_untreated_poorer_d","total_untreated_poorest_d","oop_richest_d","oop_richer_d","oop_middle_d","oop_poorer_d","oop_poorest_d","nm_richest_d","nm_richer_d","nm_middle_d","nm_poorer_d","nm_poorest_d","ind_richest_d","ind_richer_d","ind_middle_d","ind_poorer_d","ind_poorest_d","total_richest_d","total_richer_d","total_middle_d","total_poorer_d","total_poorest_d","cc_treated_richest","cc_treated_richer","cc_treated_middle","cc_treated_poorer","cc_treated_poorest","oop_treated_richest","oop_treated_richer","oop_treated_middle","oop_treated_poorer","oop_treated_poorest","cc_untreated_richest","cc_untreated_richer","cc_untreated_middle","cc_untreated_poorer","cc_untreated_poorest","oop_untreated_richest","oop_untreated_richer","oop_untreated_middle","oop_untreated_poorer","oop_untreated_poorest","cc_richest","cc_richer","cc_middle","cc_poorer","cc_poorest","oop_richest","oop_richer","oop_middle","oop_poorer","oop_poorest"
"Ethiopia","ETH","AFR","LIC",132059767,3278.489673,0.083,0.128,0.168,0.224,0.397,100418.45651871,121137.678035173,145600.04304339,165104.0914696,194718.80684593,13321.918313733,-41864.3477761709,-42937.179023287,-39911.120774103,-34694.374400174,87096.5382049757,163002.025811339,188537.222066681,205015.212243702,229413.181246103,1766128.59133101,-4716431.8899308,-3340408.9060524,-2587184.9596614,-2455852.4154011,6182668.88794404,-14445901.357451,-11972952.689352,-10031135.901993,-7467925.39656201,7532215.29284805,-16230383.40282,-8967037.73390502,-5087764.0646216,-2337174.058363,15481012.772123,-35392716.650202,-24280399.32931,-17706084.926276,-12260951.870326,13985723.1920112,18224994.3939694,14928297.0254754,13550475.3751495,16141552.8514452,37431108.3213434,56074941.4856055,52252271.8525161,51518337.807325,48961839.270858,51134049.5313304,62875977.3325647,39701005.2070496,26428622.84793,15510987.4448371,102550881.044685,137175913.212139,106881574.085042,91497436.030404,80614379.567141,15751851.783342,13508562.504038,11587888.1194228,10963290.415488,13685700.436044,43613777.209287,41629040.128156,40279319.163164,41487201.905333,41493913.874296,58666264.824179,46645593.929745,30733967.473145,21340858.783308,13173813.386474,118031893.816803,101783196.561938,82601174.7557321,73791351.1041291,68353427.6968141,-158298.488869995,-3708719.2981932,-2647614.9550652,-2052167.7019058,-1933174.2528706,324422.741411,-11382702.706158,-9417693.47858201,-7901994.97425599,-5869183.67533639,-24603.4742049575,-12775344.510341,-7085666.34933631,-4025094.0495172,-1844858.4663926,141520.778336048,-27866766.514693,-19150974.782984,-13979256.72568,-9647216.3946,8586464.25529642,10937145.8005725,8848812.027968,7919687.8585046,9257037.6530465,23014176.7043613,33658130.7269263,30969964.8497538,30098761.0666771,28069657.795967,31417112.8800087,37735227.4553468,23532112.715805,15445730.6008091,8894365.6651634,63017753.8396665,82330503.9828456,63350889.593527,53464179.525991,46221061.114178,8428165.7664263,7228426.5023794,6201197.0729028,5867520.15659881,7323863.400176,23338599.445773,22275428.020768,21552271.371172,22196766.092421,22200474.120631,31392509.405804,24959882.945005,16446446.366469,11420636.551292,7049507.1987708,63159274.618003,54463737.468152,44199914.810543,39484922.800311,36573844.719578,4533.37581757299,-15028.055799926,-17674.425025385,-20426.896943213,-23745.172675641,372.150420452901,-1114.868249973,-1272.05294776,-1650.4478457192,-4393.95474468979,29083.0169947389,58481.0134700901,77450.396543141,104798.799860119,156971.416446973,2567.37891811417,4327.79231996991,5585.74566905756,8484.1463850922,29024.430964774,33616.392812311,43452.9576701651,59775.9715177561,84371.902916907,133226.24377133,2939.5293385671,3212.9240699969,4313.6927212977,6833.6985393728,24630.476220084
"Fiji","FJI","WPR","UMIC",928784,16032.25741,0.084,0.129,0.168,0.0023,0.6168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gabon","GAB","AFR","UMIC",2538952,21509.52279,0.084,0.108,0.157,0.0023,0.6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ghana","GHA","AFR","LMIC",34427414,8027.168423,0.084,0.096,0.148,0.0022,0.6698,532.231531862024,642.046235144982,771.700110065984,875.074230036989,1032.03626547201,-798.780469647012,-849.107016964001,-845.283176861994,-821.138545477006,-702.075248090798,1331.01200150911,1491.1532521078,1616.98328692798,1696.21277551298,1734.11151356201,-360716.226670898,-275424.216778405,-195732.3423719,-157773.104936101,-143857.3039575,-785248.329962999,-662565.824440002,-528088.180977002,-467781.716616102,-339394.435013503,-908518.419151992,-631231.082449898,-342131.529514,-205430.031565197,-91767.6846845001,-2054482.97578597,-1569221.123669,-1065952.052863,-830984.853117004,-575019.42365551,603376.462625101,482768.406843301,372093.6245079,324072.630757198,353720.386945002,1303717.0430042,1159285.4359863,1009292.70469449,964240.866765991,834360.430959001,1503043.1235888,1103583.64789669,652003.766048901,420369.1733988,224516.589093897,3410136.62921801,2745637.49072599,2033390.09525102,1708682.67092198,1412597.406997,242660.23595421,207344.190065101,176361.282136105,166299.525821097,209863.082987502,518468.713041008,496719.61154601,481204.523717999,496459.150150985,494965.995945007,594524.704438001,472352.565447003,309872.236534998,214939.141833603,132748.904409394,1355653.65343297,1176416.36705804,967438.042388022,877697.817804992,837577.983341038,-231985.600123603,-176905.218199201,-125627.712529,-101289.1991481,-92397.3222444989,-504342.135588899,-425578.205501199,-339351.603742503,-300474.460494697,-217997.128704701,-583517.449157506,-405415.057761699,-219753.594507799,-131858.715930101,-58924.8838757407,-1319845.18487,-1007898.481462,-684732.910779402,-533622.375572696,-369319.334824905,360788.485053401,286946.8243962,219218.3438823,189542.387028199,203769.224998899,779440.341408394,689157.868754499,594729.674617603,563950.085264198,480645.686263695,898905.842608005,656027.660358898,384172.387072004,245883.670605,129355.8916362,2039134.66907001,1632132.35351001,1198120.405572,999376.14289701,813770.802898005,128802.884929702,110041.606197007,93590.6313533038,88253.1878801957,111371.902754396,275098.205819994,263579.663252994,255378.070875004,263475.624769002,262648.557559013,315388.393449992,250612.602597207,164418.792564198,114024.954675004,70431.0077604018,719289.484200001,624233.872047007,513387.494792998,465753.767325014,444451.468073994,-373.867612509697,-432.032616116398,-482.712626841807,-547.016348168603,-561.188473467104,-60.8986789721894,-59.2935743303096,-63.7898719771401,-81.7134676786009,-158.381930559302,622.867831119303,758.620780796198,923.278921434205,1130.26030014599,1386.05409365799,101.68608918331,104.30445155698,122.073953011601,168.9854113449,391.738970598504,249.000218609508,326.588164679997,440.56629459199,583.243951978016,824.865620190976,40.7874102111,45.0108772265994,58.2840810346024,87.2719436663028,233.357040039205
"Guinea","GIN","AFR","LMIC",14754785,4579.101873,0.084,0.131,0.173,0.0023,0.6097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gambia","GMB","AFR","LIC",2759988,3445.251592,0.084,0.116,0.157,0.0022,0.6408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Equatorial Guinea","GNQ","AFR","UMIC",1892516,17566.76003,0.064,0.106,0.152,0.223,0.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guatemala","GTM","AMR","UMIC",18406359,14368.66012,0.046,0.093,0.14,0.214,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indonesia","IDN","SEAR","UMIC",283487931,16448.27552,0.079,0.118,0.154,0.21,0.439,108330.93933467,130682.734084111,157072.61370943,178113.485677481,210061.69565867,47430.4777399101,31752.1317771506,15123.2590581803,15027.2135851393,12741.8455216,60900.46159476,98930.602306957,141949.35465124,163086.27209234,197319.85013708,8794294.463274,4354517.67910206,1466173.98688,1167228.030343,1135961.96997303,29385304.93119,15899001.2562499,5829932.20759988,5071767.72464991,3900709.03255987,40652958.38551,17360796.68397,4307799.82079983,2795800.32590103,1236657.59006798,78832557.7799702,37614315.6193199,11603906.0152802,9034796.08088017,6273328.59259987,12262838.9735847,13894272.4433214,14065890.261105,13463461.855451,17332126.688831,37068512.191743,47895867.558046,55416948.01647,57635229.6514261,59231618.29299,50260272.363116,54474022.080954,42621517.605265,30162594.033823,19131773.743532,99591623.528444,116264162.082323,112104355.88284,101261285.5407,95695518.7253499,21057133.436859,18248790.122424,15532064.247985,14630689.885794,18468088.6588041,66453817.12293,63794868.81429,61246880.2240601,62706997.37607,63132327.3255501,90913230.74862,71834818.7649298,46929317.42607,32958394.35973,20368431.3336,178424181.30841,153878477.70164,123708261.89812,110296081.62159,101968847.31795,4003877.35550696,1441316.63212204,19127.257224977,-10082.0625810027,37267.2638590038,13641350.4846101,5446858.19821,89426.1544101238,-23544.9832499027,124556.27681005,18924838.51423,5781653.59798002,-32028.4890499115,71880.5069200397,30022.7829930186,36570066.3543501,12669828.4283199,76524.9225802422,38253.4610900879,191846.323660135,7708908.8209718,8709089.6138498,8619924.7572085,8149091.46183801,10235428.564846,23320701.455783,30037400.3692764,33976767.915851,34898913.586143,34986999.994166,31633250.6575839,34166691.0890828,26130170.381493,18257122.049747,11298006.549376,62662860.934339,72913181.072209,68726863.054554,61305127.0977271,56520435.1083901,11712786.176479,10150406.245971,8639052.01443303,8139009.39925599,10272695.828706,36962051.9403899,35484258.5674801,34066194.07026,34875368.60289,35111556.2709799,50558089.1718102,39948344.6870601,26098141.8924499,18329002.5566659,11328029.332369,99232927.2886901,85583009.5005198,68803387.9771299,61343380.5588098,56712281.4320498,15582.0504326599,11273.37178209,6188.2938890201,7635.58047561022,8715.99174383981,1056.42871813409,647.792752652793,346.889357020991,496.896716497984,1436.014577961,20072.2507998395,35113.9461591231,57954.922344487,83030.6793041499,135291.55425431,1383.96363188829,2017.77938806458,3303.8958980695,5391.3452475346,22145.606201654,35654.3012325,46387.31794122,64143.2162334998,90666.2597797601,144007.54599814,2440.3923500224,2665.57214071699,3650.785255091,5888.241964032,23581.6207796141
"India","IND","SEAR","LMIC",1450935791,11158.88092,0.082,0.142,0.175,0.219,0.382,77584.3822999001,93592.2762550004,112492.1632335,127561.201356098,150441.849785801,56970.6639801003,-12466.2355955001,-24349.5865537003,-23609.1900798995,-20200.1298635006,20613.7183198486,106058.511850485,136841.74978724,151170.39143606,170641.979649398,13222461.17346,-2120866.02858996,-2817880.18543005,-2320810.76941013,-2136096.99872005,30487780.2587996,-5232483.79455948,-8496638.90551996,-7458109.57331991,-5350247.34388018,45979899.1568995,-6353736.23864079,-6964799.73565006,-4001544.88011003,-1823263.11824799,89690140.5891991,-13707086.0618,-18279318.8265905,-13780465.2228298,-9309607.46084976,5215145.0636263,18047365.334293,16438971.113431,15166368.683852,18235142.8129401,10778639.6108252,44689176.490162,46392363.87642,46376530.20204,44432039.2803502,16265715.7343966,55718738.091512,39402642.798337,26709564.2787501,15816140.085288,32259500.408848,118455279.91597,102233977.78819,88252463.1646399,78483322.1785803,18437606.2370901,15926499.3057001,13621090.928,12845557.9144399,16099045.81423,41266419.8696299,39456692.6956196,37895724.9709101,38918420.6287203,39081791.9364805,62245614.8913097,49365001.8528795,32437843.0626998,22708019.3986397,13992876.9670401,121949640.9981,104748193.854198,83954658.9615993,74471997.9418011,69173714.717741,6844477.45085001,-2651384.63539004,-2720422.36324406,-2224137.17254603,-2038494.59967899,15898063.3427701,-6549916.15784979,-7976652.29730988,-7002412.91719985,-5048842.96048021,23974985.7986698,-8085291.40657997,-6640180.83034992,-3870678.65352988,-1751823.15084803,46717526.5922909,-17286592.1998196,-17337255.4909,-13097228.7432599,-8839160.71100998,3279204.4063746,11398951.8561546,10203344.259838,9281060.35165697,10882621.6236609,6780008.3718027,28229581.749753,28793883.703241,28380545.4051199,26520835.80251,10225392.8842483,35204092.484927,24459487.561159,16348422.683139,9439572.53499794,20284605.6624256,74832626.090834,63456715.52423,54010028.4399199,46843029.9611702,10123681.8572199,8747567.22076988,7482921.89658999,7056923.17910993,8844127.0239799,22678071.71457,21679665.5918999,20817231.40592,21378132.4879198,21471992.84203,34200378.6829205,27118801.0783501,17819306.7308097,12477744.0296199,7687749.38414979,67002132.2547207,57546033.8910103,46119460.03333,40912799.6966505,38003869.2501602,15361.3918265197,-3569.74358488014,-8066.96639327006,-10210.2130141603,-12746.7387811998,1755.24894165201,-344.212337210018,-758.056564017956,-1033.04352321301,-2760.46540730004,5569.2974639422,30329.8293338181,45322.68866081,65345.6188605898,107612.179461731,642.89100177921,2969.1729129495,4295.958433302,6628.80222773401,23333.07090844,20930.6892904602,26760.0857489398,37255.7222675402,55135.40584643,94865.4406805001,2398.13994343096,2624.96057573898,3537.90186928399,5595.75870452099,20572.6055011498
"Iran","IRN","EMR","UMIC",91567738,18441.55775,0.07,0.117,0.16,0.22,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iraq","IRQ","EMR","UMIC",46042015,14464.31869,0.089,0.131,0.169,0.223,0.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan","JOR","EMR","LMIC",11552876,10821.49098,0.088,0.131,0.171,0.0023,0.6078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kazakhstan","KAZ","EUR","UMIC",20592571,40813.04428,0.098,0.131,0.163,0.215,0.393,47.6107000133052,57.4341595080041,69.0323294300979,78.2796474119023,92.3206651554938,-49.5527734665011,-59.7769386826985,-84.0872688414966,-85.6662316440998,-71.9833238931024,97.1634734798399,117.21109819076,153.1195982716,163.945879056002,164.303989048596,-23497.0772376005,-20241.6932366993,-20855.1401873007,-17731.869286051,-15707.5283627398,-43290.6653467007,-40286.8161533996,-46185.5593002997,-43024.6817468032,-30619.6577204,-49798.5082595982,-39928.9505679011,-30971.4468631987,-19333.7267215699,-8420.48949775007,-116586.250843897,-100457.459957898,-98012.1463506967,-80090.2777543962,-54747.6755809002,46124.3680175701,39809.27476505,37673.4379495997,33586.6627941001,35580.0311790602,84601.8065220104,79744.9848809498,84154.6809481299,81997.7037394801,69680.0424205996,98024.0296833101,78245.5577553301,56183.8090243703,36958.5240110396,19322.1162838498,228750.204222901,197799.81740133,178011.9279221,152542.890544599,124582.1898835,22627.2907800004,19567.581528401,16818.297762299,15854.7935079988,19872.5028163996,41311.1411752999,39458.1687274985,37969.1216478013,38973.0219926983,39060.3847002015,48225.5214237049,38316.6071874015,25212.3621612005,17624.7972893994,10901.62678611,112163.95337911,97342.3574433923,79999.7815714031,72452.6127901003,69834.5143026039,-17333.1268458702,-14936.6774356011,-15005.3505934598,-12749.0167950597,-11308.5051550204,-31866.354340598,-29751.5057539977,-33296.2760394011,-30980.9616867006,-22050.4701909404,-36738.2106817998,-29433.1580544002,-22301.1581380684,-13928.7094630999,-6076.93162338994,-85937.6918682978,-74121.3412439004,-70602.7847709022,-57658.6879449002,-39435.9069693983,29743.2757477181,25668.301122164,24225.9695057999,21441.6274628402,22206.6582766902,54539.5687508201,51412.5237254,54138.39067247,52366.9174293699,43486.8222421408,63189.7114641001,50447.8098090398,36126.4831616599,23594.1236867597,12056.0808191597,147472.555962641,127528.63465661,114490.84333992,97402.6685789805,77749.561338,12410.1489017997,10731.6236865707,9220.61891233921,8692.61066778004,10898.1531216707,22673.2144101001,21661.0179714002,20842.1146330982,21385.9557425976,21436.3520512022,26451.5007822998,21014.6517546996,13825.3250236008,9665.41422365978,5979.1491957698,61534.8640943989,53407.2934127003,43888.058569096,39743.9806341007,38313.654368598,-4.97693826439991,-5.91260489005026,-10.2456846780397,-17.1581755746392,-32.0598482426994,-1.32978009558599,-1.46608752487293,-2.38571387401998,-3.47670357896004,-10.3771559380402,9.75798167790805,11.590450719,18.6583202131001,32.8215234504501,73.1855692207009,2.61900121395361,2.88693979410471,4.34352957545002,6.64634723068593,23.6876752943608,4.78104341350991,5.67784582895001,8.41263553504996,15.6633478758013,41.1257209779978,1.289221118368,1.42085226923996,1.95781570142003,3.16964365171998,13.3105193564006
"Kyrgyz Republic","KGZ","EUR","LMIC",7224614,8009.409194,0.1,0.138,0.174,0.225,0.363,857.596563617299,1034.5434495717,1243.4576362293,1410.026666334,1662.94310241289,-880.612126428499,-1297.2865300495,-1310.2162630221,-1244.5553762899,-1073.0452941039,1738.20869004577,2331.82997962128,2553.6738992513,2654.5820426239,2735.9883965167,-632398.227020502,-670473.609812299,-478791.688703761,-379843.38182716,-352509.02441152,-608289.427130099,-722358.140745301,-585596.6301705,-503103.018309871,-368557.67273845,-1415436.3236324,-1357774.9809904,-748038.4279604,-436836.387722011,-198603.06513994,-2656123.97778289,-2750606.7315481,-1812426.7468347,-1319782.7878591,-919669.762290001,1257148.89900887,1207452.51307882,939209.99037987,815519.261443431,899756.400431899,1213443.61998926,1301141.09287385,1144539.20237184,1077695.57442844,943917.037031,2756278.17830051,2424269.69095426,1449805.82740928,925462.55700523,498097.77100959,5226870.69729867,4932863.2969069,3533555.020161,2818677.3928771,2341771.2084725,624750.671988402,536978.903266501,460418.301676098,435675.8796163,547247.3760204,605154.192859098,578782.9521285,558942.572201401,574592.5561186,575359.364292599,1340841.8546682,1066494.7099638,701767.399448901,488626.169283299,299494.70586965,2570746.7195157,2182256.5653588,1721128.2733264,1498894.6050181,1422101.4461825,-443980.936530601,-451141.510542859,-322473.864851451,-255769.73267872,-237022.83295732,-428038.80183612,-486011.23034322,-394039.2739708,-338687.640141769,-248078.77167574,-989816.691335902,-911971.346388601,-502645.40627152,-293477.88510289,-133219.05322947,-1861836.4297027,-1849124.0872747,-1219158.5450937,-887935.2579234,-618320.657862509,777412.673052866,737714.06763869,568232.44500552,488340.72109531,529140.974145801,751084.3081088,794971.82682564,692437.38670679,645425.21730093,555239.83944466,1705425.24850533,1481131.36657627,877142.33645711,554210.00662111,293002.53798832,3233922.22966699,3013817.26104061,2137812.1681694,1687975.9450173,1377383.3515788,333431.736522298,286572.557095841,245758.580154069,232570.98841659,292118.1411885,323045.506272601,308960.5964824,298398.112735901,306737.5771592,307161.0677689,715608.5571694,569160.020187601,374496.930185599,260732.12151821,159783.48475884,1372085.7999643,1164693.1737659,918653.623075698,800040.687093999,759062.693716299,-298.702893247661,-457.30955891882,-513.288911266522,-607.5701387667,-728.8354018383,-106.42638117109,-146.27184715312,-157.06712291209,-190.38449182123,-333.35794317862,589.238931198357,822.30909247601,1000.79328270419,1295.79096734217,1858.9326755924,210.61465914593,263.005743805696,306.11736043002,406.15806268154,850.08134427852,290.536037950691,364.9995335572,487.504371437601,688.2208285755,1130.0972737541,104.18827797484,116.73389665258,149.050237517919,215.77357086032,516.7234011
